Title,Video_Link,Views,Timeline
Rearranging positive and negative values in an array | GeeksforGeeks,https://www.youtube.com//watch?v=y3aYY4B97jI,39K views,1 year ago
GATE PYQ-13 | GATE2017 | Strings | GeeksforGeeks,https://www.youtube.com//watch?v=V_zzAEFOolA,16K views,1 year ago
"Guess the Output 63 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=9ttIDXs6RYI,16K views,1 year ago
GATE PYQ-12 | GATE2018 | Strings | GeeksforGeeks,https://www.youtube.com//watch?v=A3V1-uaF7Ko,25K views,1 year ago
Print given sentence into its equivalent ASCII characters | GeeksforGeeks,https://www.youtube.com//watch?v=J8WGtK7I-vI,25K views,1 year ago
Remove all characters  other than alphabets in a string. | GeeksforGeeks,https://www.youtube.com//watch?v=xVe9qqjbSL4,54K views,1 year ago
"Guess the Output 62 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=oi-eECepJjg,54K views,1 year ago
GATE PYQ-11 | GATE2015 | Strings | GeeksforGeeks,https://www.youtube.com//watch?v=dgjJTAJ34N8,8.6K views,1 year ago
Program to find the initials of a name | GeeksforGeeks,https://www.youtube.com//watch?v=hfhTe31LfrU,8.6K views,1 year ago
"Guess the Output 61 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=o1q6Vy1VfbE,26K views,2 years ago
GATE PYQ-9 | GATE2011 | Strings | GeeksforGeeks,https://www.youtube.com//watch?v=7KI6ocuV0ac,26K views,2 years ago
Program for length of a string using recursion | GeeksforGeeks,https://www.youtube.com//watch?v=XXEMcCtSpRM,71K views,2 years ago
"Guess the Output 60 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=LetARqwhvTs,71K views,2 years ago
Perfect Square String | GeeksforGeeks,https://www.youtube.com//watch?v=jOM9Pcr5mJM,1.5K views,2 years ago
"Guess the Output 59 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=kq-6VWdO5uA,1.5K views,2 years ago
GATE PYQ-9 | GATE2004 | Strings | GeeksforGeeks,https://www.youtube.com//watch?v=hOXiBcjz2dk,1.2M views,2 years ago
Number of substrings of a string | GeeksforGeeks,https://www.youtube.com//watch?v=9QxJo-g0cMA,1.2M views,2 years ago
"Guess the Output 58 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=VuprD6UuvXw,35K views,2 years ago
C++ STL Course | Demo Video | GeeksforGeeks,https://www.youtube.com//watch?v=b5cfHPZ_WDg,35K views,2 years ago
Latin Alphabet Cipher I GeeksforGeeks,https://www.youtube.com//watch?v=OaLzvCGEPQU,43K views,2 years ago
GATE PYQ-8 | GATE2006 | Pointers and Functions | GeeksforGeeks,https://www.youtube.com//watch?v=HuGVM12WrzQ,43K views,2 years ago
"Guess the Output 57 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=n14q9ORayE4,101K views,2 years ago
Maximum sum Subarray | Dynamic Programming | GeeksforGeeks,https://www.youtube.com//watch?v=N2kMyp0GLzU,101K views,2 years ago
Frequency of a substring in a string | GeeksforGeeks,https://www.youtube.com//watch?v=agteFWnjJ-0,1.3K views,2 years ago
"Guess the Output 56 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=ocI4BKp-aO8,1.3K views,2 years ago
GATE PYQ-7 | GATE2016 | Recursion | GeeksforGeeks,https://www.youtube.com//watch?v=uqJDZJwxIVc,41K views,2 years ago
First uppercase letter in a string | GeeksforGeeks,https://www.youtube.com//watch?v=grIL_yqEbNw,41K views,2 years ago
"Guess the Output 55 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=bhqMzEvbAFA,22K views,2 years ago
Skip the work | Competitive Programming | GeeksforGeeks,https://www.youtube.com//watch?v=vOMkmStTJgE,22K views,2 years ago
Find a string in lexicographic order which is in between two given string | GeeksforGeeks,https://www.youtube.com//watch?v=XVDyj0eYQKU,1.9K views,2 years ago
GATE PYQ-6 | GATE2014 | Recursion | GeeksforGeeks,https://www.youtube.com//watch?v=VMl_ghULjuk,1.9K views,2 years ago
Linux Tutorials | Redirection - The three standard files in Linux | GeeksforGeeks,https://www.youtube.com//watch?v=SP0gDpamofY,4.1K views,2 years ago
Convert a string to Hexadecimal ASCII values | GeeksforGeeks,https://www.youtube.com//watch?v=XAAu_Yr6vEQ,4.1K views,2 years ago
"Guess the Output 54 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=S8k-O-PXdxQ,44K views,2 years ago
Amazon's Reach the Score Problem | Competitive Programming |  GeeksforGeeks,https://www.youtube.com//watch?v=RsmXspXxUN0,44K views,2 years ago
GATE PYQ-5 | GATE2016 | Dynamic Scoping | GeeksforGeeks,https://www.youtube.com//watch?v=G-zmBqDYBuY,845 views,2 years ago
Linux Tutorials | Command Substitution and Shell Aliasing | GeeksforGeeks,https://www.youtube.com//watch?v=rTAKKboE-0M,845 views,2 years ago
Check if a string is a substring of another | GeeksforGeeks,https://www.youtube.com//watch?v=Up2AnlAC7EI,7K views,2 years ago
DSA Self Paced Course | GeeksforGeeks,https://www.youtube.com//watch?v=vG2PNdI8axo,7K views,2 years ago
"Guess the Output 53 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=MrCU37I4zH4,1.2K views,2 years ago
Hexadecimal to Decimal Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=lbzHXvP9Jmg,1.2K views,2 years ago
Walmart's Unique Paths | Dynamic Programming | Competitive Programming | GeeksforGeeks,https://www.youtube.com//watch?v=DSjOImQ5g0U,12K views,2 years ago
Linux Tutorials | Wildcards and Pattern Matching | GeeksforGeeks,https://www.youtube.com//watch?v=LH4eF75Z_7U,12K views,2 years ago
"Guess the Output 52 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=CL7-2oHZJU0,3.2K views,2 years ago
Checking whether a given floating point number is even or odd.| GeeksforGeeks,https://www.youtube.com//watch?v=Dw1sfqnmcww,3.2K views,2 years ago
Google's Power House Challenge | Competitive Programming | GeeksforGeeks,https://www.youtube.com//watch?v=fS1blgP0K98,25K views,2 years ago
Linux Tutorials | Changing Permissions | GeeksforGeeks,https://www.youtube.com//watch?v=RWReI80utd4,25K views,2 years ago
"Guess the Output 51 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=IAwH1MTm6g4,1.9K views,2 years ago
Decimal to Hexadecimal Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=2R7P5s8e_yA,1.9K views,2 years ago
GATE PYQ-4 | GATE2007 | Static and Dynamic Scoping | GeeksforGeeks,https://www.youtube.com//watch?v=4msLMZJyxWY,2.7K views,2 years ago
Delete a node from a Linked List without Head Pointer | GeeksforGeeks,https://www.youtube.com//watch?v=PApPhb61QcQ,2.7K views,2 years ago
Linux Tutorials | File and Directory Permissions | GeeksforGeeks,https://www.youtube.com//watch?v=o6lbSlGI3qc,889 views,2 years ago
A boolean array puzzle | Bit Algorithms | GeeksforGeeks,https://www.youtube.com//watch?v=0ouXUmMThmU,889 views,2 years ago
"Guess the Output 50 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=Xy37ZYSkzqE,238K views,2 years ago
Find middle element in a Linked List | GeeksforGeeks,https://www.youtube.com//watch?v=vxVqi9Q54Dc,238K views,2 years ago
C++ code to find LCM of two numbers | Geeksforgeeks,https://www.youtube.com//watch?v=anSfYgbo694,156K views,2 years ago
Making of the Geeks Summer Carnival Logo - Timelapse | GeeksforGeeks,https://www.youtube.com//watch?v=HS1dFAfiuxw,156K views,2 years ago
GATE PYQ-3 | GATE2008 | Pointers | GeeksforGeeks,https://www.youtube.com//watch?v=wooN1PFxcvA,2.3K views,2 years ago
Linux Tutorials | Compressing and Archiving Files in Linux | tar and zip commands | GeeksforGeeks,https://www.youtube.com//watch?v=KucqplDh7LI,2.3K views,2 years ago
"Guess the Output 49 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=uj7syAJEnGE,2.4K views,2 years ago
Remove punctuations from a given string | GeeksforGeeks,https://www.youtube.com//watch?v=PSCla4rZkjE,2.4K views,2 years ago
Height of a Binary Tree | Competitive Programming | GeeksforGeeks,https://www.youtube.com//watch?v=LtF34XIId5c,11K views,2 years ago
Octal to Decimal Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=bazVM_ZQYwg,11K views,2 years ago
Linux Tutorials | find command | GeeksforGeeks,https://www.youtube.com//watch?v=oPdFGUrq-XQ,1.5K views,2 years ago
Smith Number | GeeksforGeeks,https://www.youtube.com//watch?v=nJVF9YkXxNA,1.5K views,2 years ago
Geeks Summer Carnival | GeeksforGeeks,https://www.youtube.com//watch?v=z3CC4FKSG-k,3.4K views,2 years ago
"Guess the Output 48 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=1MVVXKQP9P8,3.4K views,2 years ago
Find median of a row-wise sorted Matrix | GeeksforGeeks,https://www.youtube.com//watch?v=_4rxBuhyLXw,31K views,2 years ago
Linux Tutorials | touch command | GeeksforGeeks,https://www.youtube.com//watch?v=tpUyBbD4LQE,31K views,2 years ago
Competitive Programming Headstarter | GeeksforGeeks,https://www.youtube.com//watch?v=fqHrsV8xzJE,30K views,2 years ago
GATE PYQ-2 | GATE2015 | Functions & Pointers | GeeksforGeeks,https://www.youtube.com//watch?v=p1k-2-viPBM,30K views,2 years ago
Krishnamurthy Numbers | GeeksforGeeks,https://www.youtube.com//watch?v=U5jJkZYG0dQ,2.4K views,2 years ago
"Guess the Output 47 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=aZiQE94xJtA,2.4K views,2 years ago
Mystery Numbers | GeeksforGeeks,https://www.youtube.com//watch?v=JEc8AH_8th8,12K views,2 years ago
"Guess the Output 46 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=rpkGuJsz52E,12K views,2 years ago
GATE PYQ-1 | GATE2019 | Functions | GeeksforGeeks,https://www.youtube.com//watch?v=OIn4QeGEnjo,12K views,2 years ago
Decimal to Octal Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=2XgoUdKTH2Y,12K views,2 years ago
"Guess the Output 45 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=2kI1kousiqE,468K views,2 years ago
Check whether a graph is bipartite or not | GeeksforGeeks,https://www.youtube.com//watch?v=mVmXwFkgoJ0,468K views,2 years ago
"Guess the Output 44 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=7xXLgvEyDdQ,54K views,2 years ago
Disarium Numbers | GeeksforGeeks,https://www.youtube.com//watch?v=t4xdYNvjJyk,54K views,2 years ago
Decimal to Binary Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=1Po1iqnhzww,92K views,2 years ago
"Guess the Output 43 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=U8XW-DmBtfQ,92K views,2 years ago
Missing Characters in a Pangram | GeeksforGeeks,https://www.youtube.com//watch?v=VqGOxv8Fb1E,31K views,2 years ago
"Guess the Output 42 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=n-e3IDX98iU,31K views,2 years ago
Binary to Decimal Conversion | GeeksforGeeks,https://www.youtube.com//watch?v=FrtgeA8VyHI,61K views,2 years ago
Happy Numbers | GeeksforGeeks,https://www.youtube.com//watch?v=TRDpaWeAaUA,61K views,2 years ago
K-Dimensional Tree [Delete] | GeeksforGeeks,https://www.youtube.com//watch?v=TavqLwDGwEs,27K views,2 years ago
"Guess the Output 41 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=NLyZ46wIjHQ,27K views,2 years ago
K-Dimensional Tree [Find Minimum] | GeeksforGeeks,https://www.youtube.com//watch?v=oRwYNAEuNK8,11K views,2 years ago
"Guess the Output 40 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=6DACvKJRgho,11K views,2 years ago
K-Dimensional Tree [Search and Insert] | GeeksforGeeks,https://www.youtube.com//watch?v=2Gul_-cbWM0,24K views,2 years ago
"Guess the Output 39 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=LCD5HEELIDA,24K views,2 years ago
Course Overview | System Design | GeeksforGeeks,https://www.youtube.com//watch?v=fMJvyQQ2Hqc,11K views,2 years ago
Amicable Numbers | GeeksforGeeks,https://www.youtube.com//watch?v=gYX-A6U-XDw,11K views,2 years ago
Floor and Ceil Value from a Binary Search Tree | GeeksforGeeks,https://www.youtube.com//watch?v=FnA9XGfydNI,28K views,2 years ago
"Guess the Output 38 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=RRco_y_rwu0,28K views,2 years ago
Neon Number | GeeksforGeeks,https://www.youtube.com//watch?v=g2Kp_2xPVHY,164K views,2 years ago
Automorphic number | GeeksforGeeks,https://www.youtube.com//watch?v=U7RpbcsbUIE,164K views,2 years ago
Palindrome Number | GeeksforGeeks,https://www.youtube.com//watch?v=59V9QcuayIQ,60K views,2 years ago
"Guess the Output 37 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=UPTz7JZnMXs,60K views,2 years ago
Empowering Women to Code | GeeksforGeeks,https://www.youtube.com//watch?v=2o2Qxp1nedk,4.2K views,2 years ago
Armstrong Number | GeeksforGeeks,https://www.youtube.com//watch?v=ivjDNztMpZU,4.2K views,2 years ago
"Guess the Output 36 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=uMKPN6AeFUA,9K views,2 years ago
"Guess the Output 35 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=b0-HWurpDr8,9K views,2 years ago
Maximum of all subarrays of size 'k' using Sliding Window Technique | GeeksforGeeks,https://www.youtube.com//watch?v=m-Dqu7csdJk,80K views,2 years ago
"Guess the Output 34 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=dHuKi7u5DR4,80K views,2 years ago
Placement100 | GeeksforGeeks,https://www.youtube.com//watch?v=2wEA8nuThj8,1.7K views,2 years ago
Pangram Checking | GeeksforGeeks,https://www.youtube.com//watch?v=Mhc4JJAaaYM,1.7K views,2 years ago
Cracking On-Campus Interviews  | Part-2 | SDE Interview experiences | GeeksforGeeks,https://www.youtube.com//watch?v=WuBzEnsszxs,22K views,2 years ago
Cracking On-Campus Interviews  | Part-1 | SDE Interview experiences | GeeksforGeeks,https://www.youtube.com//watch?v=IiCChMYfKpw,22K views,2 years ago
"Guess the Output 33 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=KbMDQWxpzY0,13K views,2 years ago
Cutting a rod problem | GeeksforGeeks,https://www.youtube.com//watch?v=oqdttaJ_C6o,13K views,2 years ago
"Guess the Output 32 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=AibvkE9EIRA,13K views,2 years ago
Minimum Cost Path Problem | GeeksforGeeks,https://www.youtube.com//watch?v=8dzfZNUnvJ8,13K views,2 years ago
"Guess the Output 31 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=AmcEbG7OEfM,11K views,2 years ago
Matrix Chain Multiplication | GeeksforGeeks,https://www.youtube.com//watch?v=gwmitwgz87s,11K views,2 years ago
Naive Algorithm for Pattern Searching | GeeksforGeeks,https://www.youtube.com//watch?v=nK7SLhXcqRo,6.6K views,2 years ago
"Guess the Output 30 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=cekV8mn--a0,6.6K views,2 years ago
"Guess the Output 29 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=5GaSvjtdV7k,21K views,2 years ago
"Guess the Output 28 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=RSx2dhj7MiA,21K views,2 years ago
"Guess the Output 27 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=Tz2rcVj3P6E,45K views,2 years ago
How to Become a Data Scientist in 2020 ?,https://www.youtube.com//watch?v=AkaL_bYAdV4,45K views,2 years ago
"Guess the Output 26 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=3bcmtIMC9MA,18K views,2 years ago
DSA Self Paced (Course) | GeeksforGeeks,https://www.youtube.com//watch?v=JjVpBd17Yxo,18K views,2 years ago
Data in Machine Learning | GeeksforGeeks,https://www.youtube.com//watch?v=wtLMvxueXNY,4K views,2 years ago
Longest path in a Directed Acyclic graph | Dynamic Programming | GeeksforGeeks,https://www.youtube.com//watch?v=YxF-x3imVFA,4K views,2 years ago
"Guess the Output 25 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=12gtFfNfI2Q,88K views,2 years ago
"Guess the Output 24 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=FYnuumGTZ70,88K views,2 years ago
Overview of Machine Learning | GeeksforGeeks,https://www.youtube.com//watch?v=xDqPFXbxIZo,84K views,2 years ago
"Guess the Output 23 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=IfU8cFWGMP8,84K views,2 years ago
"Guess the Output 22 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=01ovj-oC7Sk,75K views,2 years ago
"Guess the Output 21 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=WdpUagWj-CE,75K views,2 years ago
"Guess the Output 20 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=HdZAUQ_0VWY,16K views,2 years ago
"Guess the Output 19 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=iPXiVQbBn2M,16K views,2 years ago
"Guess the Output 18 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=8zUYHWqkt4E,16K views,2 years ago
Calculating Time Complexity | New Examples | GeeksforGeeks,https://www.youtube.com//watch?v=KXAbAa1mieU,16K views,2 years ago
Sliding Window Technique | GeeksforGeeks,https://www.youtube.com//watch?v=9-3BXsfrpbY,47K views,2 years ago
"Sort an Array of 0s, 1s and 2s | GeeksforGeeks",https://www.youtube.com//watch?v=LP6doGhSZ3M,47K views,2 years ago
Merge Two Sorted Arrays | GeeksforGeeks,https://www.youtube.com//watch?v=mfY-P4srlpo,258K views,2 years ago
Cycle Sort | GeeksforGeeks,https://www.youtube.com//watch?v=gZNOM_yMdSQ,258K views,2 years ago
Partition Function of Quick Sort | GeeksforGeeks,https://www.youtube.com//watch?v=OwR53k9DZ9c,863 views,2 years ago
"Guess the Output 17 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=3sMN2MHEmCQ,863 views,2 years ago
"Guess the Output 16 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=RJRZyaJwHpU,943 views,2 years ago
"Guess the Output 15 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=YnfdnLRUKoU,943 views,2 years ago
"Guess the Output 14 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=iCUcCMinIyA,14K views,2 years ago
"Guess the Output 13 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=JH6E-kxjVLg,14K views,2 years ago
"Guess the Output 12 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=AJtBwsqD0Ws,9.8K views,2 years ago
Writing base cases in Recursion |  GeeksforGeeks,https://www.youtube.com//watch?v=JTANbaSiw7s,9.8K views,2 years ago
"Guess the Output 11 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=Cpueo7Vpn-M,7K views,2 years ago
STL Introduction (A Sample Video for C++ STL Course)| GeeksforGeeks,https://www.youtube.com//watch?v=qK8PliD5FJY,7K views,2 years ago
Check for BST (A Sample Video for DSA-Self Paced Course) | GeeksforGeeks,https://www.youtube.com//watch?v=maiOCptc3D8,36K views,2 years ago
"Guess the Output 10 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=aIpu8QbkepU,36K views,2 years ago
"Guess the Output 9 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=IJjKObUrEtw,18K views,2 years ago
"How to crack off-campus Interviews of Tech Giants Like Amazon, Microsoft etc. | GeeksforGeeks",https://www.youtube.com//watch?v=DiCZ9wJOCmA,18K views,2 years ago
Machine Learning Foundation With Python | GeeksforGeeks,https://www.youtube.com//watch?v=pnvpajr1i6U,69K views,2 years ago
"Guess the Output 8 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=9H-XyiPuBFE,69K views,2 years ago
"Guess the Output 7 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=yjBeHK2pQ14,31K views,2 years ago
"Guess the Output 6 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=CAGJ8MK28QM,31K views,2 years ago
"Guess the Output 5 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=e3FoQCtdLOI,18K views,2 years ago
"Guess the Output 4 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=YXr9NvvD61s,18K views,2 years ago
Java Backend | Demo Live Lecture | GeeksforGeeks,https://www.youtube.com//watch?v=8RjmaykLkBc,10K views,2 years ago
"Guess the Output 3 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=PJIGn34njbA,10K views,2 years ago
K stacks in a single array | GeeksforGeeks,https://www.youtube.com//watch?v=S5cYO9k1Ja8,11K views,2 years ago
Why are Data Structures necessary - by Sandeep Jain | GeeksforGeeks,https://www.youtube.com//watch?v=V5he1JXiQbg,11K views,2 years ago
"Guess the Output 2 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=2XZCu-IlDx4,4.7K views,2 years ago
Machine Learning Foundation | GeeksforGeeks,https://www.youtube.com//watch?v=TgzmIZs7koA,4.7K views,2 years ago
"Guess the Output 1 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",https://www.youtube.com//watch?v=DWDxKHhEn6g,31K views,2 years ago
Design a stack with operations on middle element | GeeksforGeeks,https://www.youtube.com//watch?v=GWericrOYw0,31K views,2 years ago
Longest Consecutive Subsequence | GeeksforGeeks,https://www.youtube.com//watch?v=rmscV-OsLNQ,9.9K views,2 years ago
Build original array from the given sub-sequences | GeeksforGeeks,https://www.youtube.com//watch?v=2guKcYv69As,9.9K views,2 years ago
Union and Intersection of Two Linked Lists | GeeksforGeeks,https://www.youtube.com//watch?v=2DZL9Ogm1Cg,8.1K views,2 years ago
19 (3).First Normal Form | GeeksforGeeks,https://www.youtube.com//watch?v=-JOpBzyrZ_8,8.1K views,2 years ago
18. Minus in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=gr0sOah50JU,1.9K views,2 years ago
17. Intersect in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=Ulu-P55RpDA,1.9K views,2 years ago
16. Nth highest salary (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=orEkHRYo6jU,64K views,2 years ago
15. Display 1st or last n rows (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=iej8RmXSqm8,64K views,2 years ago
14. Cross Join (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=Ck3FXQW2AYw,35K views,2 years ago
Banker's Algorithm in Operating Systems,https://www.youtube.com//watch?v=hjGD08xfg9c,35K views,2 years ago
13.  Full Join (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=WmqAKSBupsE,29K views,2 years ago
12. Right Join (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=JOAe-yua6Jw,29K views,2 years ago
11. Left Join (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=LCbO2U3jzU0,5.6K views,2 years ago
10. Self Join (Top 50 SQL Interview Quesions)| GeeksforGeeks,https://www.youtube.com//watch?v=-t6tjGtQ7-8,5.6K views,2 years ago
Inner Join (Top 50 SQL Interview Questions)| GeeksforGeeks,https://www.youtube.com//watch?v=zGYLUogRe-M,23K views,2 years ago
8. union vs uninonall (Top 5 SQL Interview Questions)| GeeksforGeeks,https://www.youtube.com//watch?v=zBHjXTbnJIE,23K views,2 years ago
Uses of final Keyword (Java Programming) | GeeksforGeeks,https://www.youtube.com//watch?v=yz-BIVvLR9w,299K views,2 years ago
7. Display nth row in SQL (Top 50 SQL Questions)| GeeksforGeeks,https://www.youtube.com//watch?v=k7rg4CARxD8,299K views,2 years ago
Amazon Interview Experience for Internship | On-Campus Placement | GeeksforGeeks,https://www.youtube.com//watch?v=UvvirLnjNYY,43K views,2 years ago
Snake and Ladder Problem (Graphs) | GeeksforGeeks,https://www.youtube.com//watch?v=1pMNYQmtVVg,43K views,2 years ago
6. Pattern searching in SQL- 2 (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=ePctSjODSYU,4.7K views,2 years ago
5. Pattern matching in SQL (Top 50 SQL Interview Questions)| GeeksforGeeks,https://www.youtube.com//watch?v=kGEjUBxLDyg,4.7K views,2 years ago
4. Display Duplicate of a Column| GeeksforGeeks,https://www.youtube.com//watch?v=zajIPJwLb78,2.1K views,2 years ago
3. Display Alternate Records (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=ZhcKee2weD4,2.1K views,2 years ago
2. Department wise highest Salary (Top 50 SQL Interview Questions) | GeeksforGeeks,https://www.youtube.com//watch?v=OddSz0T85nc,47K views,2 years ago
Check if a given array contains duplicate elements within k distance from each other | GeeksforGeeks,https://www.youtube.com//watch?v=hzRo7dLtQHs,47K views,2 years ago
1. 2nd Highest Salary (Top 50 SQL Interview Questions)| GeeksforGeeks,https://www.youtube.com//watch?v=-6v7ctxC7yk,2.3K views,2 years ago
Map (Go Programming Language) | GeeksforGeeks,https://www.youtube.com//watch?v=j5KA7K0-gbY,2.3K views,2 years ago
